Id,Name,Project,Score
1337,projekt-detail_490,TD1005,0.1579625248
483,projekt-detail_1378,BM0606,0.1576950502
404,projekt-detail_1302,IS0603,0.1576204482
1313,projekt-detail_464,TD0801,0.1575344569
1312,projekt-detail_463,TD0801,0.1575344569
1252,projekt-detail_397,FA1202,0.157477142
1764,projekt-detail_959,FP0702,0.1574578054
1484,projekt-detail_649,TU0702,0.1573729254
580,projekt-detail_1472,TD0901,0.1573130624
399,projekt-detail_1298,IC0801,0.1571427383
1673,projekt-detail_863,FA1001,0.1570432092
494,projekt-detail_1388,TD1005,0.1569874838
736,projekt-detail_1625,TU1201,0.1568391723
348,projekt-detail_1247,IS0602,0.1564681775
571,projekt-detail_1464,TU0804,0.1564468817
1518,projekt-detail_688,TU0804,0.1564342641
340,projekt-detail_123,IS0906,0.1562087293
549,projekt-detail_1443,IS1106,0.1561469423
1731,projekt-detail_923,IS0605,0.155903884
553,projekt-detail_1447,TU0804,0.1557219419
979,projekt-detail_1855,IC0901,0.1554258985
12,projekt-detail_013,CM1407,0.1553619703
1150,projekt-detail_290,IC0804,0.1553431476
1704,projekt-detail_895,TU0701,0.1553052347
160,projekt-detail_1063,TU1305,0.1553040335
468,projekt-detail_1364,TU1002,0.155247503
734,projekt-detail_1623,FP1206,0.1550631519
448,projekt-detail_1345,TD1001,0.1550543791
1260,projekt-detail_405,CM1004,0.1548247301
383,projekt-detail_1280,TU1204,0.1548090527
280,projekt-detail_1181,BM1308,0.1544668872
1290,projekt-detail_437,IS1406,0.1542193411
1398,projekt-detail_554,TD1005,0.1540990542
885,projekt-detail_1767,IS0602,0.1536948143
443,projekt-detail_1340,ES0802,0.1536656262
1261,projekt-detail_406,BM1207,0.1535475844
1414,projekt-detail_571,TU1002,0.1534423399
477,projekt-detail_1372,IS0703,0.1533955825
880,projekt-detail_1762,FP1006,0.1532916456
1364,projekt-detail_520,IS0702,0.1532105887
461,projekt-detail_1358,CM1106,0.1532070207
765,projekt-detail_1653,FP1004,0.1527682623
1603,projekt-detail_779,TD1005,0.1527578641
640,projekt-detail_1528,IS1202,0.1526239124
194,projekt-detail_1096,TU1401,0.1525114996
228,projekt-detail_1129,FA1305,0.1523725307
1068,projekt-detail_206,FP1104,0.1523181942
838,projekt-detail_1722,TU0804,0.152251976
1403,projekt-detail_560,IS1308,0.1521095087
129,projekt-detail_1034,TU0802,0.1519030913
253,projekt-detail_1156,ES1406,0.1516998582
245,projekt-detail_1146,TU1204,0.1516769966
217,projekt-detail_1118,IC0801,0.1516768642
79,projekt-detail_084,FA1106,0.1514974263
305,projekt-detail_1206,TU0804,0.1514322254
1584,projekt-detail_759,TD1205,0.1512955351
1243,projekt-detail_388,ES1203,0.151213729
823,projekt-detail_1709,MP1301,0.1511214403
531,projekt-detail_1426,MP1406,0.1510441092
816,projekt-detail_1701,BM1007,0.1509778853
752,projekt-detail_1640,IS1409,0.1509138593
593,projekt-detail_1484,IS1006,0.1508503478
1338,projekt-detail_491,TU1202,0.1508033528
117,projekt-detail_1023,IS1409,0.1507656739
34,projekt-detail_038,TU0804,0.1507276187
912,projekt-detail_1792,TD1006,0.1507229159
1689,projekt-detail_880,IS1410,0.1505891046
639,projekt-detail_1527,BM1007,0.1505582775
1066,projekt-detail_204,IC1304,0.1504254095
1571,projekt-detail_746,ES1202,0.1503670823
1249,projekt-detail_394,TD1005,0.1502684239
722,projekt-detail_1612,TU0903,0.1500582274
390,projekt-detail_1288,FP0804,0.1499083757
352,projekt-detail_1250,IS1409,0.149902328
777,projekt-detail_1664,MP1106,0.1497730301
1300,projekt-detail_449,TD1205,0.1497441635
678,projekt-detail_1570,TD1006,0.1496681946
1575,projekt-detail_750,IC0801,0.1496564256
1010,projekt-detail_1885,BM1007,0.1495725052
864,projekt-detail_1747,TU0804,0.1494166092
762,projekt-detail_1650,MP1305,0.1493923244
1550,projekt-detail_723,ES0803,0.149277822
700,projekt-detail_1591,IS1107,0.1492406114
1222,projekt-detail_366,IS0906,0.1491851217
201,projekt-detail_1103,IS0807,0.1491632443
1325,projekt-detail_477,IC1104,0.1491197505
1296,projekt-detail_444,TD1006,0.149008394
957,projekt-detail_1835,IS1406,0.1490059042
855,projekt-detail_1739,TU1408,0.1489699092
250,projekt-detail_1152,IC1001,0.1489076556
1532,projekt-detail_703,IS1306,0.1487908723
975,projekt-detail_1851,FA0802,0.1487455443
284,projekt-detail_1186,BM0602,0.1487355589
1496,projekt-detail_662,FP1205,0.1486805239
1679,projekt-detail_869,IC0901,0.1486687899
1494,projekt-detail_660,IC0805,0.1486655008
1135,projekt-detail_275,IS1007,0.1486593695
1179,projekt-detail_322,BM0906,0.1486131108
1543,projekt-detail_714,IC1304,0.1484905585
707,projekt-detail_1599,TU0804,0.1483379413
433,projekt-detail_1331,TU0702,0.148320938
798,projekt-detail_1685,CM0801,0.1481872536
651,projekt-detail_1544,TU0804,0.148176768
603,projekt-detail_1493,IC0806,0.1481355551
1014,projekt-detail_1889,IS1409,0.1480995592
589,projekt-detail_1480,IC1304,0.147865787
1751,projekt-detail_945,IS0906,0.1477350019
344,projekt-detail_1243,FP0603,0.1477178644
1322,projekt-detail_474,FP0803,0.1475379255
297,projekt-detail_1199,BM1208,0.1474581831
1693,projekt-detail_884,ES1104,0.1474302276
1438,projekt-detail_600,IC1302,0.1474020183
702,projekt-detail_1593,IC1002,0.1473124291
72,projekt-detail_077,IC0801,0.1471222504
1761,projekt-detail_955,BM1402,0.1470958229
566,projekt-detail_145,IS0605,0.1470810952
1747,projekt-detail_941,IC1206,0.1470025786
760,projekt-detail_1649,FA1308,0.1469317497
258,projekt-detail_1160,FP0802,0.146914089
1662,projekt-detail_850,FP1006,0.1469076451
472,projekt-detail_1368,TU0804,0.1468296471
1688,projekt-detail_879,IS1410,0.1466631158
1253,projekt-detail_398,BM1004,0.146658095
994,projekt-detail_186,IS1406,0.1465742362
223,projekt-detail_1124,TU1204,0.1465294027
269,projekt-detail_1171,TU1204,0.1464063038
629,projekt-detail_1518,IS0902,0.1464022616
1703,projekt-detail_894,IS1406,0.1463851178
497,projekt-detail_1391,TD1005,0.1463649563
70,projekt-detail_075,IS1204,0.146118605
1039,projekt-detail_1912,MP1305,0.1460313755
781,projekt-detail_1668,IS1306,0.1459228903
681,projekt-detail_1573,FA1003,0.1457355832
119,projekt-detail_1025,FA1405,0.1456159644
1265,projekt-detail_410,TU0804,0.1455890757
319,projekt-detail_1219,TU1204,0.1455117025
669,projekt-detail_1562,IS1205,0.1454926083
916,projekt-detail_1796,FP1405,0.1454459676
40,projekt-detail_045,FP1206,0.145415546
1783,projekt-detail_981,BM1301,0.1453639016
1702,projekt-detail_893,IS1406,0.1452904822
496,projekt-detail_138,ES1404,0.1452592371
485,projekt-detail_137,ES1404,0.1452592371
1239,projekt-detail_384,TU0804,0.1451687802
445,projekt-detail_1342,FP1302,0.1451569753
1399,projekt-detail_556,TU1002,0.1451307052
317,projekt-detail_1217,IS0703,0.144698497
992,projekt-detail_1868,IC1201,0.1446787246
210,projekt-detail_1111,ES1406,0.144624468
842,projekt-detail_1727,TU0804,0.1445844264
584,projekt-detail_1476,TU0903,0.1444900058
333,projekt-detail_1233,BM1101,0.1444780219
1166,projekt-detail_307,FA1003,0.1441162621
182,projekt-detail_1083,TU0804,0.1440948764
39,projekt-detail_044,FP1302,0.1440643107
1574,projekt-detail_749,TU1207,0.1436722388
890,projekt-detail_1771,FP1304,0.1435988694
901,projekt-detail_1781,BM0602,0.1435531608
1762,projekt-detail_957,ES0806,0.1435440031
1003,projekt-detail_1879,MP1208,0.1433743673
1715,projekt-detail_906,IC1306,0.1433703757
763,projekt-detail_1651,IS1308,0.1432901001
536,projekt-detail_1430,TD1210,0.1432058847
426,projekt-detail_1325,IC1002,0.1431054289
1627,projekt-detail_812,CM1303,0.1428384158
385,projekt-detail_1283,FP1006,0.1426601856
1583,projekt-detail_758,FP0902,0.1423270601
37,projekt-detail_042,BM0602,0.1422861251
123,projekt-detail_1029,IC0702,0.1421693581
747,projekt-detail_1636,TU0905,0.1420586378
1473,projekt-detail_638,IC0902,0.1420373337
1755,projekt-detail_949,TU1401,0.141919489
1026,projekt-detail_189,ES1309,0.1418379053
470,projekt-detail_1366,IS0906,0.1417078432
602,projekt-detail_1492,TU1002,0.1416308381
1636,projekt-detail_824,IS0902,0.1416239566
1628,projekt-detail_814,IS0902,0.1416239566
1028,projekt-detail_1901,FP1105,0.1416129133
13,projekt-detail_014,TD1005,0.1413864333
53,projekt-detail_058,IS1409,0.1413480086
964,projekt-detail_1841,TD1001,0.1412489181
876,projekt-detail_1759,IC1304,0.1411796346
1299,projekt-detail_447,BM0606,0.141170951
951,projekt-detail_182,TD1207,0.1411123786
99,projekt-detail_1006,FA1303,0.1411062865
395,projekt-detail_1292,IS1006,0.140919333
1401,projekt-detail_558,IS1106,0.1405774408
1031,projekt-detail_1904,TU1406,0.1405435449
637,projekt-detail_1525,TU0701,0.1404784967
1101,projekt-detail_241,FP1006,0.140307425
1100,projekt-detail_240,FP1006,0.140307425
441,projekt-detail_1339,IC1002,0.1403037011
510,projekt-detail_1405,IS0801,0.1400958125
790,projekt-detail_1678,TU0804,0.139914818
463,projekt-detail_135,IS0902,0.1398815093
462,projekt-detail_1359,FP1303,0.1398329384
252,projekt-detail_1154,IC0805,0.1398011869
523,projekt-detail_1418,IS0704,0.1397221196
522,projekt-detail_1417,IS0704,0.1397221196
1692,projekt-detail_883,IS0906,0.1396566178
1370,projekt-detail_526,IS0907,0.1396357447
1605,projekt-detail_781,FA1103,0.1394749423
1735,projekt-detail_927,TU0804,0.1394453384
1305,projekt-detail_455,ES1305,0.1394037363
1652,projekt-detail_840,TD1001,0.1392716322
146,projekt-detail_104,TU1401,0.1392107407
939,projekt-detail_1818,MP1405,0.1392034031
236,projekt-detail_1137,IS0703,0.1388195635
58,projekt-detail_063,TU1405,0.1387851929
140,projekt-detail_1044,IS0901,0.1386979306
222,projekt-detail_1123,MP1305,0.1386803673
498,projekt-detail_1392,ES1006,0.1385300408
421,projekt-detail_1320,TU0804,0.1385220633
942,projekt-detail_1820,IS1007,0.1384915951
1395,projekt-detail_551,IC1302,0.1384495615
1380,projekt-detail_536,FA0601,0.1383443376
1171,projekt-detail_313,IS0603,0.1381773683
116,projekt-detail_1022,IS1302,0.1381213828
764,projekt-detail_1652,FP1405,0.1381150282
1159,projekt-detail_300,IS1207,0.1378730227
796,projekt-detail_1683,IC1202,0.1378297003
1554,projekt-detail_727,IS0906,0.1378036677
513,projekt-detail_1408,FA0802,0.1377691461
1181,projekt-detail_324,CM1005,0.137713958
673,projekt-detail_1566,TU1207,0.1376286461
1538,projekt-detail_709,MP1208,0.1376236464
1768,projekt-detail_964,IC1304,0.137267974
1620,projekt-detail_803,FA0907,0.1372160154
1586,projekt-detail_761,IC0701,0.1371948213
1218,projekt-detail_362,IS1408,0.1371509822
332,projekt-detail_1231,CM1001,0.1371050766
579,projekt-detail_1471,IC0602,0.136996888
569,projekt-detail_1462,FA1403,0.1369602619
586,projekt-detail_1478,FA1006,0.1368413245
460,projekt-detail_1357,ES1201,0.1367493549
968,projekt-detail_1845,IS1404,0.1367438654
1497,projekt-detail_664,IS0906,0.1366698848
1271,projekt-detail_417,IS0906,0.1366698848
1567,projekt-detail_742,TD1205,0.1366054637
111,projekt-detail_1018,FA0601,0.1363379375
1677,projekt-detail_867,IS1409,0.1362629518
542,projekt-detail_1436,TU0701,0.1360763277
1596,projekt-detail_772,BM1205,0.136040703
180,projekt-detail_1081,FA1006,0.1358340822
662,projekt-detail_1556,TU0804,0.1358051237
805,projekt-detail_1691,IS1002,0.1357744824
1336,projekt-detail_489,TU0804,0.1357336646
909,projekt-detail_1789,CM0801,0.1356057906
153,projekt-detail_1057,TU0804,0.1354857142
767,projekt-detail_1655,IS1002,0.1352480538
436,projekt-detail_1334,TU0804,0.135237264
1138,projekt-detail_278,IC1304,0.1349266893
501,projekt-detail_1395,TU1002,0.1348676853
1547,projekt-detail_720,TU1401,0.1343669125
532,projekt-detail_1427,TU0904,0.1342652008
782,projekt-detail_1669,IS0801,0.1342554029
634,projekt-detail_1522,TU1305,0.1340580896
1315,projekt-detail_466,ES1002,0.1339526194
1454,projekt-detail_616,ES0803,0.1338312881
1504,projekt-detail_672,IS1405,0.1337475158
1729,projekt-detail_920,TU1405,0.1336935361
757,projekt-detail_1646,IS0704,0.1335598711
215,projekt-detail_1116,BM0804,0.1335101001
1004,projekt-detail_187,FP1002,0.1335017202
642,projekt-detail_152,TU1401,0.1334962613
113,projekt-detail_101,ES1104,0.1333898022
80,projekt-detail_085,IC1304,0.1333391987
1541,projekt-detail_712,IC1306,0.1332700291
815,projekt-detail_1700,ES0601,0.1332009041
281,projekt-detail_1182,MP1105,0.1329715128
264,projekt-detail_1166,IS0902,0.1327492703
656,projekt-detail_1550,IC1201,0.1327464818
1339,projekt-detail_492,BM0905,0.132704044
780,projekt-detail_1667,TU0903,0.1322888258
547,projekt-detail_1441,IC1408,0.1321946969
101,projekt-detail_1008,FA1006,0.1321355981
1790,projekt-detail_988,ES1205,0.1320366057
302,projekt-detail_1203,IC0806,0.1320330893
218,projekt-detail_1119,IS1204,0.1320105444
1595,projekt-detail_771,TD1101,0.132005679
980,projekt-detail_1856,IS1004,0.1319967684
427,projekt-detail_1326,MP1210,0.1319769596
144,projekt-detail_1048,TU0802,0.1318072506
1045,projekt-detail_1919,IS1207,0.1317265319
298,projekt-detail_119,TD1202,0.13167839
573,projekt-detail_1466,TU1204,0.1315770382
51,projekt-detail_056,IS0603,0.1315226928
1428,projekt-detail_586,TU0903,0.1311514019
1753,projekt-detail_947,IS0906,0.1308963146
241,projekt-detail_1142,IC1201,0.1307044357
1088,projekt-detail_228,IS0605,0.1304793858
1767,projekt-detail_963,TU1002,0.1304648773
1105,projekt-detail_245,IS0903,0.130369394
1670,projekt-detail_860,IS0605,0.1302029195
857,projekt-detail_1740,TU0602,0.1301369643
635,projekt-detail_1523,TD1005,0.1299584625
1615,projekt-detail_797,MP1106,0.1299497092
1585,projekt-detail_760,IS1007,0.12991185
545,projekt-detail_1439,IS1409,0.1298415862
346,projekt-detail_1245,TU1406,0.1297809572
1630,projekt-detail_816,TU1204,0.1297014056
1408,projekt-detail_565,FA1405,0.1294905024
1319,projekt-detail_471,IC0701,0.1294802332
670,projekt-detail_1563,FP1206,0.129460725
502,projekt-detail_1396,BM0602,0.1294211429
1294,projekt-detail_442,TU0903,0.1291841494
691,projekt-detail_1582,TU0804,0.1290860875
755,projekt-detail_1644,TU1204,0.128980149
1258,projekt-detail_403,IS0605,0.1289733258
353,projekt-detail_1251,ES0901,0.1289539086
244,projekt-detail_1145,FA1402,0.1289080457
585,projekt-detail_1477,IS1303,0.1288283297
1669,projekt-detail_859,TU0804,0.1287734685
337,projekt-detail_1237,TU0802,0.1287210803
1001,projekt-detail_1876,IC1304,0.1286084403
152,projekt-detail_1056,IS0703,0.1285361039
127,projekt-detail_1032,IS0901,0.1284367013
717,projekt-detail_1608,FP0804,0.1281645645
1619,projekt-detail_802,IS0902,0.1280298569
859,projekt-detail_1742,TU1207,0.127593703
834,projekt-detail_1719,TU1401,0.1275850232
687,projekt-detail_1579,IS1205,0.127479411
803,projekt-detail_168,FA1001,0.1274481639
833,projekt-detail_1718,TU0903,0.1274470317
134,projekt-detail_1039,IS1302,0.1274323623
1030,projekt-detail_1903,FP1205,0.127252508
266,projekt-detail_1168,TD1106,0.1272472308
1780,projekt-detail_978,IS1409,0.1271979694
615,projekt-detail_1504,FA1002,0.1271586317
986,projekt-detail_1861,IC1207,0.1271480825
29,projekt-detail_033,TU1401,0.1271183215
1763,projekt-detail_958,CM1404,0.1270952929
1507,projekt-detail_675,ES1202,0.1270643609
688,projekt-detail_157,IS0906,0.1269591878
1372,projekt-detail_528,IS1310,0.1268661671
895,projekt-detail_1776,FP1204,0.126846768
610,projekt-detail_149,IC1103,0.1267858957
178,projekt-detail_107,TD1106,0.1266321063
418,projekt-detail_1318,FP1002,0.1265485479
862,projekt-detail_1745,ES1201,0.1262101224
357,projekt-detail_1256,ES1005,0.1259879858
627,projekt-detail_1516,FP1105,0.125975791
1040,projekt-detail_1913,IS0903,0.1257891756
1569,projekt-detail_744,IS0907,0.1256751842
1565,projekt-detail_740,IS1106,0.1256330515
900,projekt-detail_1780,ES0805,0.1254568601
1647,projekt-detail_835,ES1004,0.1254383499
1127,projekt-detail_267,IS0907,0.1254039883
664,projekt-detail_1558,ES1006,0.1253276819
1482,projekt-detail_647,FA1006,0.1253061319
1450,projekt-detail_612,IC1201,0.1252995262
1794,projekt-detail_992,TD1106,0.1251108941
954,projekt-detail_1832,MP1301,0.12498629
216,projekt-detail_1117,TD1201,0.1249031067
821,projekt-detail_1707,FP1304,0.1248905349
15,projekt-detail_016,IS0602,0.1248827754
1049,projekt-detail_1922,IS1406,0.12474193
1434,projekt-detail_594,IC1302,0.1245746998
1334,projekt-detail_486,FA0802,0.1244830556
869,projekt-detail_1751,TU1201,0.1244777289
1506,projekt-detail_674,CM1307,0.1243346071
596,projekt-detail_1487,IS1007,0.1243206397
478,projekt-detail_1373,IS0602,0.1242317143
240,projekt-detail_1141,ES0601,0.1241239489
537,projekt-detail_1431,TU0701,0.1240081033
1468,projekt-detail_633,IS1007,0.1237340614
1251,projekt-detail_396,BM1402,0.1234952229
480,projekt-detail_1375,MP1208,0.1234293859
173,projekt-detail_1075,TU1401,0.1234125784
769,projekt-detail_1657,IC1204,0.1233479493
102,projekt-detail_1009,IS0703,0.1233187134
887,projekt-detail_1769,TU1004,0.1232747216
1795,projekt-detail_993,IS0903,0.1231925173
665,projekt-detail_1559,CM0804,0.1230825585
199,projekt-detail_1101,IC0702,0.1228986276
139,projekt-detail_1043,CM1404,0.1226326068
1617,projekt-detail_800,IC1202,0.1225856691
1668,projekt-detail_858,IS1406,0.1224534604
854,projekt-detail_1738,TU0804,0.1224480773
1170,projekt-detail_312,ES1004,0.122413446
403,projekt-detail_1301,TU1207,0.1223860041
1011,projekt-detail_1886,BM0602,0.1223578777
1432,projekt-detail_591,IC1206,0.1221808137
1379,projekt-detail_535,MP1208,0.1220955584
226,projekt-detail_1127,IS1306,0.1220045365
1781,projekt-detail_979,IS1306,0.1219188759
1723,projekt-detail_914,MP0806,0.121905681
594,projekt-detail_1485,IC1408,0.1218340434
773,projekt-detail_1660,IC0701,0.121755555
740,projekt-detail_1629,FP1304,0.1217402128
451,projekt-detail_1348,TU1306,0.1217342558
459,projekt-detail_1356,IS0906,0.1216611308
1093,projekt-detail_233,IS1308,0.121620733
1770,projekt-detail_966,IS0903,0.1215665379
652,projekt-detail_1546,IS1205,0.121350729
1436,projekt-detail_596,IC0602,0.1213358714
351,projekt-detail_124,FA0601,0.1212977727
1397,projekt-detail_553,TU0701,0.1211229176
481,projekt-detail_1376,TU1004,0.1210663534
276,projekt-detail_1178,MP0902,0.1209518061
1270,projekt-detail_416,IS0906,0.1208706325
1500,projekt-detail_667,IS0605,0.1205791438
1535,projekt-detail_706,IC0804,0.1205525749
1798,projekt-detail_996,IS1204,0.1205200545
609,projekt-detail_1499,IS0907,0.1204965305
1301,projekt-detail_450,IC1207,0.1201204087
377,projekt-detail_1275,IS0605,0.1201065772
386,projekt-detail_1284,TU0804,0.1200867336
1551,projekt-detail_724,TU0804,0.1198523413
826,projekt-detail_1711,IS0703,0.1197921728
1453,projekt-detail_615,IC1407,0.1197688425
1563,projekt-detail_738,ES1201,0.1197488242
4,projekt-detail_005,IC0902,0.1196357892
1306,projekt-detail_456,IC1003,0.1196141192
1609,projekt-detail_788,FP1302,0.1196042038
329,projekt-detail_1229,TU1209,0.1194130894
875,projekt-detail_1758,FA0601,0.1193725101
552,projekt-detail_1446,IS0906,0.1193357899
1477,projekt-detail_642,IS0605,0.1192813851
977,projekt-detail_1853,IS1409,0.1192655218
1443,projekt-detail_605,FP1206,0.119158026
1691,projekt-detail_882,IS0902,0.1191080093
1682,projekt-detail_872,FP0603,0.1191018007
863,projekt-detail_1746,BM1307,0.119023783
233,projekt-detail_1133,TU1201,0.1190216193
85,projekt-detail_090,IS0605,0.119001604
231,projekt-detail_1131,FP1006,0.1189293983
1642,projekt-detail_830,IS0702,0.1188049013
364,projekt-detail_1262,IS0602,0.1186593411
55,projekt-detail_060,TU0602,0.1184535759
299,projekt-detail_1200,CM1404,0.1183601371
870,projekt-detail_1752,IS0704,0.1182343713
1797,projekt-detail_995,TD1004,0.1181835785
1771,projekt-detail_967,TD1004,0.1181835785
100,projekt-detail_1007,IS1409,0.1181645993
1439,projekt-detail_601,FP1104,0.1181590608
1419,projekt-detail_576,BM1208,0.1181439793
1005,projekt-detail_1880,IC1407,0.1181091127
655,projekt-detail_154,IC0604,0.118106381
1658,projekt-detail_846,IS0605,0.1180759308
106,projekt-detail_1012,TU0702,0.1180407912
1726,projekt-detail_917,TD1207,0.1177366779
1576,projekt-detail_751,IS1404,0.1176194207
831,projekt-detail_1716,TU0802,0.117255842
456,projekt-detail_1353,IS1208,0.1172465442
783,projekt-detail_166,FP0902,0.1172005267
25,projekt-detail_028,FA1204,0.1168421652
132,projekt-detail_1037,TU1204,0.1168264781
715,projekt-detail_1606,TU0804,0.1167708158
1212,projekt-detail_356,TU0702,0.1167232103
1205,projekt-detail_348,IS0605,0.1166998747
170,projekt-detail_1072,IS0901,0.1166886532
1557,projekt-detail_731,IS1102,0.1166885939
689,projekt-detail_1580,IS0801,0.1166693838
1348,projekt-detail_503,FP1302,0.1166292271
86,projekt-detail_091,BM0903,0.116628004
804,projekt-detail_1690,TU1302,0.1165767769
1740,projekt-detail_934,BM0606,0.1165702489
73,projekt-detail_078,FA1001,0.1165471159
402,projekt-detail_1300,TU0804,0.1164785879
721,projekt-detail_1611,IS0603,0.1163122627
1047,projekt-detail_1920,TU0804,0.116240836
1009,projekt-detail_1884,IC0702,0.1162326089
379,projekt-detail_1277,IS0703,0.116215608
725,projekt-detail_1615,CM0804,0.1161348234
1130,projekt-detail_270,ES0903,0.1159948408
227,projekt-detail_1128,TU1204,0.1159101083
378,projekt-detail_1276,IC1002,0.1157753269
1228,projekt-detail_372,TU1207,0.1156603569
1582,projekt-detail_757,IS1308,0.1156293617
1282,projekt-detail_429,IS0906,0.115628945
658,projekt-detail_1552,FA0806,0.1156163197
188,projekt-detail_1090,FP0804,0.1155878446
1035,projekt-detail_1909,MP1301,0.1155808169
1779,projekt-detail_977,ES1004,0.1155744583
444,projekt-detail_1341,IC0901,0.1155392926
1602,projekt-detail_778,IS1406,0.1154785243
115,projekt-detail_1021,BM1101,0.1154697338
1225,projekt-detail_369,TU0802,0.1154128886
1626,projekt-detail_809,FP1003,0.1153818214
1787,projekt-detail_985,IS1007,0.1152560662
1598,projekt-detail_774,CM0805,0.1151288997
320,projekt-detail_121,BM1004,0.1150103652
504,projekt-detail_1399,BM1106,0.1148724993
1180,projekt-detail_323,TU1406,0.1148471723
471,projekt-detail_1367,IS0902,0.1148462454
156,projekt-detail_105,MP1101,0.11484449
293,projekt-detail_1195,FP1407,0.1147728767
1522,projekt-detail_693,TU1104,0.1147634507
1292,projekt-detail_439,IS1204,0.1146974073
606,projekt-detail_1496,IS0703,0.1145371848
1573,projekt-detail_748,FA1006,0.114506163
147,projekt-detail_1050,IS0605,0.1143813013
1639,projekt-detail_827,IS1004,0.1142667106
839,projekt-detail_1724,FP0901,0.114171979
1455,projekt-detail_617,CM0804,0.1141571192
659,projekt-detail_1553,IC1103,0.1141304047
109,projekt-detail_1016,IS0603,0.1141013269
159,projekt-detail_1062,TD1210,0.1140387788
708,projekt-detail_159,IS1204,0.1139806977
819,projekt-detail_1705,BM1406,0.1139574082
32,projekt-detail_036,BM1407,0.1138780928
1694,projekt-detail_885,ES1201,0.1138576823
1503,projekt-detail_670,FP1201,0.1138451895
19,projekt-detail_021,IC1304,0.1138435101
1513,projekt-detail_681,IC1207,0.1137576083
373,projekt-detail_1270,FP0804,0.113746108
934,projekt-detail_1813,IS1202,0.1136555167
255,projekt-detail_1158,IS1302,0.113530222
924,projekt-detail_1803,IS0703,0.1135234491
1115,projekt-detail_255,IC1408,0.1135174013
1297,projekt-detail_445,IS0903,0.1135040268
434,projekt-detail_1332,FP0804,0.1132106808
1592,projekt-detail_767,BM1308,0.1131492009
969,projekt-detail_1846,TU0804,0.113121845
82,projekt-detail_087,TU1202,0.1130660402
1486,projekt-detail_651,ES1305,0.113013343
114,projekt-detail_1020,IC0901,0.112943103
1177,projekt-detail_320,IC0604,0.1129093108
157,projekt-detail_1060,TD1203,0.1125165302
1766,projekt-detail_962,IS1406,0.1123809312
1746,projekt-detail_940,BM1208,0.1123115507
947,projekt-detail_1825,MP1305,0.1122800101
1186,projekt-detail_329,MP1305,0.112145744
1461,projekt-detail_623,IS0605,0.1121430884
1042,projekt-detail_1915,TU1401,0.1121141376
283,projekt-detail_1185,TU1104,0.1120589823
674,projekt-detail_1567,IC0604,0.1120047478
771,projekt-detail_1659,FP1405,0.1120038342
334,projekt-detail_1234,TU0904,0.1119282835
985,projekt-detail_1860,IS0605,0.1119227656
78,projekt-detail_083,TD1106,0.1118760437
539,projekt-detail_1433,FA1306,0.1118245202
203,projekt-detail_1105,FP1303,0.1118088192
1413,projekt-detail_570,FA1405,0.1117113532
829,projekt-detail_1714,FP1003,0.1116019485
1183,projekt-detail_326,TU1002,0.1114408876
1489,projekt-detail_655,FP0901,0.1114253527
1194,projekt-detail_337,BM1104,0.1112654977
1358,projekt-detail_513,MP1402,0.1112324461
437,projekt-detail_1335,BM1307,0.1110799341
714,projekt-detail_1605,TU0702,0.1110515471
1281,projekt-detail_428,IS1102,0.1109691651
946,projekt-detail_1824,IS1306,0.1107813345
944,projekt-detail_1822,MP1401,0.1107705439
1059,projekt-detail_197,IC0806,0.1107219043
544,projekt-detail_1438,IS0906,0.1107124762
1224,projekt-detail_368,TU0602,0.11059529
703,projekt-detail_1594,TU1306,0.1105243192
679,projekt-detail_1571,IS1207,0.1104808934
1491,projekt-detail_657,IS0603,0.1104505782
1176,projekt-detail_319,MP1306,0.110329912
495,projekt-detail_1389,MP1208,0.1102979026
161,projekt-detail_1064,IS0906,0.1101133293
131,projekt-detail_1036,IS0603,0.1099446733
16,projekt-detail_017,ES1406,0.1099377415
993,projekt-detail_1869,TD1001,0.1098829314
335,projekt-detail_1235,IS0603,0.1098307225
369,projekt-detail_1267,IS0605,0.1096912636
28,projekt-detail_032,MP1208,0.1096264694
1388,projekt-detail_544,IC1201,0.1096079716
1469,projekt-detail_634,CM0805,0.109566211
1566,projekt-detail_741,FP0903,0.1095511248
786,projekt-detail_1673,TU0905,0.1094978809
376,projekt-detail_1274,IC1304,0.109374745
475,projekt-detail_1370,IC1304,0.1091813688
921,projekt-detail_1800,IS0605,0.1090963326
393,projekt-detail_1290,ES0901,0.1090423883
271,projekt-detail_1173,TU1406,0.1090097519
726,projekt-detail_1616,ES0803,0.1089142276
1390,projekt-detail_546,IS0801,0.1087365102
396,projekt-detail_1293,IS0602,0.1086939757
1426,projekt-detail_583,TU1302,0.1086179434
1700,projekt-detail_891,IS1106,0.1084915353
469,projekt-detail_1365,IS1301,0.1084909408
412,projekt-detail_1310,IS0603,0.1084746182
145,projekt-detail_1049,TU0804,0.1084412073
1629,projekt-detail_815,BM1402,0.1083663662
1424,projekt-detail_581,MP1106,0.1083400626
31,projekt-detail_035,IC0804,0.1082800578
311,projekt-detail_1211,TU1306,0.1082554891
137,projekt-detail_1041,IS0903,0.1082299857
287,projekt-detail_1189,IS0907,0.1081802656
1167,projekt-detail_308,IS1409,0.1081521041
653,projekt-detail_1548,ES1308,0.1081159581
1632,projekt-detail_818,IC1408,0.1080717582
1470,projekt-detail_635,IS0903,0.1080681601
