"","Name","Project","Score"
"3017","project-31620","TD1202",0.181496639201816
"1380","project-23071","IC1001",0.181447235898939
"1584","project-24410","MP1305",0.181445708338841
"130","project-11012","CM1305",0.181352331417245
"3146","project-32243","TU1201",0.181316920263825
"3650","project-34013","IS1302",0.181242106296813
"3052","project-31792","ES1308",0.181177536121794
"4248","project-6236","FP1206",0.181063536528055
"1770","project-25920","CM1406",0.180981012178237
"4307","project-6346","TU1204",0.180949929494022
"3182","project-32385","FA1006",0.180884925535172
"655","project-16730","BM1104",0.180833328862677
"4866","project-7837","MP1401",0.180813621363576
"1217","project-22122","FA1001",0.180781272022773
"3022","project-31637","MP1209",0.180743406165282
"799","project-18536","MP1207",0.180616925137403
"1813","project-26160","FA1202",0.180577042686331
"1505","project-23741","BM1003",0.180552832583197
"4252","project-6241","MP1305",0.180489298286702
"2614","project-30211","ES1002",0.180438932802422
"1688","project-25171","CM1106",0.180402672109044
"925","project-19738","TD1105",0.180373696426157
"2499","project-29578","FP1401",0.180215505960624
"1178","project-21839","IC1201",0.180210245207143
"3918","project-34933","BM1402",0.180163479519461
"361","project-13229","MP1305",0.180059188966027
"215","project-11634","FP1005",0.180038724941342
"3241","project-32559","ES1406",0.179952544481865
"1130","project-21580","TD1208",0.179874485415983
"3312","project-32798","TD1006",0.179860527120794
"2807","project-30900","TD1001",0.179849358778817
"1876","project-26542","TD1303",0.179735488461746
"8","project-10058","CM1106",0.179722375888733
"1815","project-26162","MP1207",0.179632210229857
"2671","project-30394","IS1101",0.179626911027537
"3189","project-32402","MP1207",0.179611116512357
"4987","project-8359","ES1309",0.179586460648999
"1412","project-23197","TU1201",0.179579471309543
"3243","project-32561","CM1001",0.179520724182209
"1223","project-22162","TD1103",0.179512317787219
"2978","project-31486","ES1308",0.179372214418733
"4788","project-7591","ES1005",0.179361737961305
"509","project-14928","CM1003",0.179321896645164
"2729","project-30586","CM1106",0.179303827479017
"2681","project-30416","MP1401",0.17928780734904
"4656","project-7192","TU1002",0.179185788514861
"1928","project-26852","BM1106",0.179021564904677
"1665","project-25034","FA1002",0.179010288109636
"1490","project-23646","CM1302",0.178952528573018
"2673","project-30397","CM1307",0.178878064464684
"1978","project-27053","FP1006",0.178866007632994
"3226","project-32496","IS1306",0.178493989404199
"829","project-18759","CM1002",0.178470631343076
"1285","project-22531","MP1006",0.178330315492036
"2635","project-30274","ES1306",0.178260169377422
"3039","project-31745","CM1105",0.178244323644902
"1979","project-27056","CM1001",0.178173900210519
"487","project-14505","TU1408",0.178087043442393
"5023","project-8749","MP1001",0.178077736067819
"4400","project-6562","FP1305",0.178060649297518
"276","project-12560","CM1106",0.17795369191235
"4541","project-6871","TD1103",0.177930482007426
"2932","project-31373","IC1408",0.177905443140594
"4707","project-7272","IC1001",0.177847177770744
"4981","project-8289","FA1006",0.177820261599918
"3904","project-34918","FP1405",0.177804045964432
"4986","project-8356","BM1106",0.177530661362078
"4700","project-7265","IC1202",0.177433660726576
"2733","project-30599","ES1104",0.177344482582732
"4337","project-6379","FP1005",0.177330258739128
"618","project-16314","ES1402",0.177244184832202
"2792","project-30849","TD1103",0.177218929565296
"328","project-12910","ES1201",0.177175301509771
"1757","project-25764","ES1005",0.177075110140882
"661","project-16758","ES1301",0.17703522708653
"911","project-19558","MP1002",0.177017099496174
"1428","project-23329","MP1210",0.176992812608163
"3433","project-33226","CM1003",0.176853556407952
"3754","project-34347","CM1302",0.176843338460986
"2993","project-31516","ES1204",0.176751711409287
"4737","project-7429","TU1206",0.176739031341987
"3723","project-34257","FP1006",0.176637894516449
"1062","project-21043","IS1106",0.176556238321071
"3906","project-34920","CM1106",0.17655017330827
"4875","project-7846","TD1002",0.176543417736801
"3443","project-33250","CM1305",0.176462220302329
"4590","project-7029","IC1306",0.176440941417533
"2905","project-31261","TU1104",0.176390203213683
"1226","project-22177","MP1304",0.17636678520572
"1981","project-27063","ES1402",0.176354405235862
"4983","project-8333","IS1308",0.176353612266905
"586","project-15916","ES1005",0.176241021224639
"529","project-15383","CM1405",0.176214237063221
"2020","project-27221","FP1304",0.17600348348464
"856","project-18947","ES1203",0.175923498637692
"3418","project-33139","FP1304",0.175858624551409
"4499","project-6755","MP1405",0.175797044578345
"1576","project-24294","FP1206",0.175779841694612
"1812","project-26159","ES1403",0.175716972674178
"3637","project-33970","TD1006",0.175712324625006
"190","project-11506","MP1407",0.175607295352351
"3985","project-35162","FA1001",0.175602065302553
"906","project-19516","TD1001",0.175573816581955
"3753","project-34345","FA1401",0.175452579874293
"2656","project-30347","TD1006",0.175388558099873
"3469","project-33327","IC1402",0.175294203656768
"3084","project-31903","FA1208",0.175283604430199
"1096","project-21262","IC1408",0.175176154546591
"1263","project-22424","ES1006",0.175149701816151
"1766","project-25889","ES1406",0.175149606774958
"3558","project-33740","TD1003",0.175140843457193
"5000","project-8381","FA1306",0.175127499380957
"2484","project-29497","MP1006",0.174952624416341
"3036","project-31724","IS1107",0.174906087719694
"3032","project-31696","FA1006",0.174728295347844
"888","project-19346","CM1305",0.174725222727235
"4576","project-7012","IC1204",0.174697838180878
"2974","project-31475","ES1202",0.174685542482916
"2794","project-30856","TU1001",0.174569629998282
"412","project-13788","ES1201",0.17453061446019
"2133","project-27826","IS1107",0.174480497315572
"2137","project-27852","ES1404",0.174345861391778
"5029","project-8764","BM1205",0.174328889871707
"1758","project-25770","TD1006",0.17421172165388
"2820","project-30938","ES1405",0.174191804111846
"2823","project-30959","MP1207",0.17417165020594
"1864","project-26479","IC1307",0.174139775663523
"4405","project-6572","FP1305",0.174090353192367
"880","project-19250","TD1203",0.173881816577537
"4727","project-7292","MP1401",0.17386920536768
"4588","project-7024","TD1201",0.17385262811082
"1569","project-24240","TU1204",0.173845861950006
"3609","project-33894","IC1104",0.173842513139378
"4632","project-7108","ES1002",0.173728210503898
"527","project-15363","TU1408",0.173675340759029
"2147","project-27994","ES1202",0.173626869449007
"3874","project-34795","TU1102",0.173610666342267
"248","project-12144","CM1004",0.173603727443877
"3550","project-33701","FP1305",0.173579780080498
"1376","project-23023","FP1004",0.173571812497509
"1348","project-22887","CM1102",0.173529966874516
"204","project-11597","TD1103",0.173413089233455
"1835","project-26266","TU1104",0.173295278002439
"1363","project-22934","IC1001",0.173226008884423
"3988","project-35171","FA1006",0.173062511657532
"3448","project-33266","ES1203",0.172995235480128
"640","project-16660","TD1005",0.1729951573512
"1122","project-21517","ES1301",0.172749145747227
"4420","project-6605","IC1001",0.172727162590048
"4399","project-6557","FP1006",0.172692885424694
"4908","project-7879","MP1401",0.172617487279091
"3722","project-34254","BM1205",0.172576952127613
"1916","project-26803","IC1301",0.172576723826213
"1700","project-25219","MP1204",0.17257312950653
"2303","project-28707","TD1105",0.172549664557286
"3940","project-35001","CM1104",0.172505781625318
"5060","project-9126","MP1001",0.17250463994202
"1425","project-23298","TD1001",0.172473272219452
"2690","project-30446","FP1304",0.172401996689372
"1417","project-23233","FA1202",0.17234913135136
"4905","project-7876","MP1401",0.172269622755248
"1454","project-23410","FA1401",0.172262736355707
"1362","project-22933","IC1001",0.172164721097542
"1290","project-22569","ES1301",0.17213837725968
"4538","project-6866","BM1104",0.172052991843621
"1215","project-22118","TD1208",0.172041345567096
"3302","project-32773","CM1003",0.171882624382742
"2310","project-28749","FP1206",0.171837736449868
"4392","project-6541","FP1305",0.171825224246192
"3661","project-34034","ES1403",0.171817728342781
"4482","project-6738","TD1202",0.171807125092656
"3627","project-33950","MP1201",0.171686840464126
"4528","project-6798","CM1302",0.171591984098707
"2191","project-28183","TD1001",0.171558954205417
"805","project-18579","ES1402",0.171549913799402
"237","project-11836","CM1207",0.171534194456494
"2211","project-28253","TD1001",0.17134918191623
"3415","project-33132","CM1204",0.171342136094945
"3900","project-34905","ES1201",0.171317402503289
"2304","project-28711","ES1005",0.171315555776025
"802","project-18544","FP1304",0.171265226803915
"3293","project-32741","IC1202",0.171250194588552
"1249","project-22298","IC1407",0.171215414108778
"1726","project-25488","BM1007",0.17111273079012
"3434","project-33227","TD1007",0.171011901864063
"1474","project-23523","FP1304",0.170932845676816
"4703","project-7268","IC1001",0.170905783947117
"2271","project-28556","MP1005",0.170880082347682
"2715","project-30547","MP1305",0.170869095245671
"3339","project-32882","MP1305",0.17085762522303
"2889","project-31223","FA1407",0.170852699950992
"3163","project-32342","CM1406",0.170797587251578
"3126","project-32160","MP1203",0.170701172232643
"206","project-11599","MP1207",0.170693270215981
"3521","project-33544","BM1406",0.170689708692604
"3986","project-35165","BM1406",0.170643058088802
"2393","project-29112","ES1402",0.170560353421113
"677","project-17094","ES1301",0.170472210163456
"3735","project-34297","TD1103",0.1704487426912
"2780","project-30829","BM1406",0.170443738168216
"931","project-19788","FP1305",0.170432664678129
"1799","project-26140","MP1208",0.170405774282025
"435","project-14004","ES1104",0.170352770366107
"4382","project-6500","FP1305",0.170320933075776
"4606","project-7062","IS1007",0.170304311371648
"1268","project-22450","FP1206",0.17023335702046
"3120","project-32115","FP1407",0.170147448475001
"3430","project-33187","ES1101",0.170130811954958
"3320","project-32813","MP1106",0.170059599723521
"1668","project-25043","IS1405",0.170033289506248
"1926","project-26830","CM1005",0.169986491494256
"259","project-12414","IC1408",0.169915123204527
"2344","project-28923","CM1106",0.169872515027755
"205","project-11598","IC1204",0.16983002599651
"2764","project-30754","CM1302",0.16982252126187
"3587","project-33833","TD1203",0.169800598300015
"377","project-13444","MP1304",0.169775612833872
"2513","project-29627","ES1105",0.169774950748003
"2449","project-29352","MP1305",0.169754614938751
"302","project-12841","CM1307",0.169726843878144
"2625","project-30230","MP1401",0.169633007595736
"3544","project-33695","FP1304",0.169625236766484
"685","project-17228","TU1401",0.169611071635856
"4444","project-6634","IC1202",0.169573829829429
"3595","project-33860","FA1105",0.169570751185677
"3700","project-34177","IC1104",0.169532790761501
"3452","project-33286","TU1209",0.16947469237786
"239","project-11840","CM1402",0.169471631370263
"4189","project-6060","FP1404",0.169470211409408
"26","project-10199","TU1002",0.169451942876107
"4173","project-6018","FP1006",0.169449099019257
"882","project-19301","ES1206",0.169333767967067
"2154","project-28035","IC1302",0.169318514581013
"1037","project-20823","CM1406",0.169269001273665
"4055","project-5711","TD1106",0.169236916964483
"3930","project-34975","CM1003",0.169179352650707
"2264","project-28515","MP1305",0.169151103021604
"1222","project-22159","IC1204",0.169135047075489
"3803","project-34479","FA1001",0.169127408745067
"898","project-19455","TD1208",0.169079665583024
"2442","project-29340","ES1002",0.169032370483384
"4012","project-35267","TU1207",0.169019814812106
"4705","project-7270","IC1001",0.16901707038282
"3815","project-34522","MP1106",0.169003364539788
"4417","project-6602","IC1304",0.168998880268588
"2060","project-27383","MP1402",0.168980178010106
"2416","project-29227","ES1305",0.168979941179367
"2096","project-27527","MP1005",0.168979645021322
"674","project-16958","TD1001",0.168910842592572
"4148","project-5981","FP1303",0.168886897421618
"4701","project-7266","IC1301",0.168852324877437
"1260","project-22368","MP1203",0.168850318864687
"1735","project-25534","MP1102",0.168774360146627
"4488","project-6744","IS1205",0.168622212150408
"4524","project-6794","CM1302",0.168589547412072
"2489","project-29525","FP1207",0.16851653780375
"654","project-16727","IS1406",0.168336990474928
"3082","project-31899","CM1204",0.168300953337817
"609","project-16245","FP1403",0.168291201830687
"1694","project-25183","FP1205",0.168267943056299
"1129","project-21578","MP1401",0.16826766634163
"1822","project-26216","IC1301",0.168248862783008
"908","project-19541","TD1001",0.168228021675495
"558","project-157","BM1406",0.168200806572726
"4109","project-5922","TD1102",0.168161768146626
"1986","project-27089","ES1205",0.168138576141445
"57","project-10400","IC1407",0.168134920972754
"2831","project-31014","TU1207",0.16810150958236
"2522","project-29680","FP1304",0.168095078394088
"582","project-15872","FA1407",0.168086280693269
"1520","project-23820","TU1203",0.168017903210769
"817","project-18655","CM1401",0.167943032563561
"1781","project-26022","BM1001",0.167900950714547
"3161","project-32337","IC1202",0.167825893504194
"4198","project-6132","FA1208",0.167823413885979
"3038","project-31743","MP1401",0.167721266852135
"4554","project-6891","ES1405",0.167658596831152
"4891","project-7862","MP1006",0.16764041005455
"3181","project-32384","TD1303",0.167623921091023
"4077","project-5824","FA1001",0.167619145367261
"1581","project-24396","ES1203",0.167586796444326
"4212","project-6184","FP1105",0.167405564630444
"758","project-18113","CM1307",0.167402345092395
"1513","project-23777","BM1404",0.167371806025939
"1529","project-23864","CM1101",0.167353789330722
"4941","project-7923","TD1103",0.167298093075747
"701","project-17469","TD1003",0.167270881654039
"2252","project-28479","FA1001",0.167174455209357
"311","project-12856","CM1305",0.167127336898806
"2171","project-28118","MP1202",0.167105723880189
"2411","project-29202","ES1301",0.167066628064324
"1925","project-26829","ES1002",0.167008633621084
"3778","project-34402","MP1004",0.166993342699949
"2583","project-30023","ES1402",0.166961488018709
"5049","project-9027","MP1006",0.166902766500237
"4649","project-7185","FP1305",0.166894302226832
"1117","project-21445","IS1101",0.166868729567655
"1416","project-23230","MP1305",0.166838353865709
"538","project-155","CM1404",0.166777692671649
"958","project-20133","TD1004",0.166771006646669
"532","project-15436","CM1001",0.16668844679369
"2503","project-29591","ES1004",0.166619480542152
"2295","project-28688","TD1103",0.166615015551602
"809","project-18602","CM1302",0.166591306231137
"326","project-12903","ES1202",0.166567528871772
"645","project-16676","MP1207",0.166397831141333
"4926","project-7900","TD1006",0.166295230830728
"798","project-18530","MP1305",0.166283111924592
"2893","project-31233","MP1006",0.166235423846993
"1071","project-21150","BM1105",0.166166920832403
"1153","project-21731","FA1004",0.166105941997916
"4415","project-6600","IC1105",0.166059941275758
"1242","project-22258","ES1203",0.166002727894856
"1750","project-25654","CM1002",0.165948716250506
"2055","project-27367","FA1405",0.165904212353786
"1172","project-21805","CM1001",0.165736198239168
"1609","project-24601","CM1005",0.165551965922134
"3897","project-34894","MP1105",0.165527833889956
"4089","project-5836","CM1206",0.165483132016757
"1585","project-24422","BM1003",0.165471159437253
"1495","project-23667","ES1303",0.16545337663144
"3236","project-32544","FA1306",0.165378932079604
"895","project-19445","BM1007",0.165316715483743
"4007","project-35258","TU1305",0.165307264790866
"3667","project-34044","TD1006",0.165276751792472
"836","project-18778","BM1304",0.165258403858738
"526","project-15362","ES1306",0.165212386749554
"297","project-12836","CM1307",0.165210855028844
"2525","project-29698","ES1005",0.165027056555771
"2973","project-31473","TD1207",0.164985678694447
"3202","project-32446","TU1206",0.164871900229239
"705","project-17513","ES1309",0.164861669193729
"1007","project-20489","ES1405",0.164747208428321
"1175","project-21834","FA1401",0.164716963425605
"1115","project-21422","IC1202",0.164626036399658
"3072","project-31855","FP1104",0.164577436870719
"4161","project-6000","TD1106",0.164548386980664
"5014","project-8598","CM1305",0.164425780879452
"4293","project-6332","IS1002",0.164281104515193
"2167","project-28094","IS1308",0.164273093160272
"4387","project-6505","FP1305",0.164254054062254
"189","project-11499","TD1210",0.164157153185299
"763","project-18126","ES1201",0.16408554880876
"334","project-12928","TU1408",0.163942948216576
"5031","project-8846","FA1002",0.163938871955687
"949","project-19982","IS1101",0.163923597401326
"4139","project-5964","FA1106",0.163907173948045
"1147","project-21701","CM1303",0.163848852313778
"2319","project-28780","TD1006",0.163830464453248
"379","project-13463","BM1203",0.163810586534443
"1274","project-22486","FA1208",0.163780701150822
"1304","project-22655","ES1201",0.163755844721363
"644","project-16670","ES1005",0.163739982022118
"1469","project-23496","CM1005",0.163678841350392
"4251","project-6240","MP1305",0.163676473857001
"580","project-15860","BM1001",0.163673228227061
"59","project-10556","MP1207",0.16367137366454
"2695","project-30461","FP1006",0.163668085455662
"3307","project-32781","TU1102",0.163589697225116
"972","project-20256","FP1407",0.163585072745701
"938","project-19857","BM1102",0.163561143540204
"4674","project-7232","IC1301",0.163539089334216
"4044","project-510","TD1202",0.163499430289158
"4024","project-434","TD1202",0.163499430289158
"2451","project-29354","MP1305",0.163408561027986
"797","project-18493","MP1305",0.163223695622568
"687","project-17242","TU1102",0.163218287083159
"3292","project-32739","IS1107",0.163191852228737
"1289","project-22556","TU1303",0.163135483872235
"3571","project-33787","ES1203",0.163130631620497
"4558","project-6895","MP1103",0.163059799565907
"3540","project-33671","ES1401",0.163008731341692
"1346","project-22875","TD1006",0.162997079169
"2246","project-28418","MP1405",0.162948414889921
"734","project-17869","FP1303",0.162902472383376
"1191","project-21925","CM1106",0.162779588305359
"3520","project-33543","MP1305",0.162762411839113
"3263","project-32632","ES1401",0.162703191286516
"238","project-11838","CM1001",0.162412494919963
"405","project-13679","CM1105",0.162358578881725
"2245","project-28404","ES1406",0.162295831668931
"921","project-19667","ES1306",0.162173056911607
"1352","project-229","ES1103",0.162172529234365
"4015","project-361","IS1205",0.162093371076502
"5005","project-8421","TU1401",0.162069660847836
"1685","project-25155","TD1202",0.162050978295352
"686","project-17230","MP1208",0.161912411019149
"2099","project-27569","TU1406",0.161896095628926
"1964","project-27017","CM1101",0.161865308875504
"3352","project-32929","CM1402",0.161858507228036
"2468","project-29455","TU1306",0.161848670541924
"1330","project-22798","CM1005",0.161834671652976
"818","project-18659","CM1302",0.161812859077694
"170","project-11259","MP1001",0.161793451946
"3070","project-31845","FP1302",0.161776320878942
"458","project-14253","FA1308",0.16171983212523
"3490","project-33435","IS1101",0.161620655459852
"2816","project-30920","TD1006",0.161618822880131
"4386","project-6504","FP1202",0.16149739737738
"4552","project-6889","CM1204",0.161361919011726
"4645","project-7181","FP1001",0.161153821757018
"2353","project-28959","MP1305",0.161087567220689
"4428","project-6613","IS1101",0.161077628239699
"4837","project-7800","IS1404",0.160993039571227
"178","project-114","MP1006",0.160865764283378
"3357","project-32938","CM1402",0.160790386831724
"1306","project-22667","IS1406",0.160746900930892
"3579","project-33799","BM1308",0.160704031606793
"1327","project-22768","ES1406",0.160701866598159
"485","project-14489","MP1002",0.160700852962057
"3599","project-33866","FP1104",0.160646356823624
"3019","project-31630","CM1201",0.160602155270669
"3224","project-32492","FA1004",0.160591839660702
"4053","project-5709","TD1106",0.160589068374524
"1344","project-22871","FP1105",0.160582528332624
"1214","project-22116","TD1208",0.160530188021956
"4429","project-6614","FP1304",0.160476588746928
"3658","project-34025","FA1105",0.160475586419151
"2570","project-29967","MP1303",0.160439564562797
"937","project-19851","TU1301",0.160380400326856
"4648","project-7184","TU1401",0.160374020356665
"3655","project-34018","MP1305",0.160344975189218
"3948","project-35028","FA1208",0.1603443372549
"2620","project-30221","IS1205",0.16033874768117
"4978","project-8152","CM1001",0.160323056929728
"951","project-200","MP1102",0.160305084855822
"3358","project-32939","CM1402",0.160237341919305
"2385","project-29055","IC1408",0.160134415872964
"762","project-18125","IS1205",0.160125175847848
"386","project-13572","TD1103",0.160108220301396
"2329","project-28848","MP1304",0.160094008308667
"840","project-18802","TD1203",0.16009394784149
"4187","project-6057","TU1205",0.160076444407252
"1729","project-25506","TD1006",0.159969544152128
"3333","project-32848","TU1202",0.159961415452411
"4661","project-7218","BM1203",0.159951133630219
"943","project-19934","TU1105",0.159897335906052
"1587","project-24451","MP1004",0.159893979770766
"3682","project-34132","IS1409",0.159842119960552
"518","project-15246","IC1104",0.159810926191371
"2880","project-31209","FA1001",0.159779375592149
"3674","project-34104","ES1405",0.159700986363335
"2308","project-28728","TD1202",0.159624091840434
"3935","project-34989","TU1402",0.15959417097354
"4915","project-7886","IC1301",0.159587384669726
"4239","project-6227","TU1407",0.159451228957465
"3618","project-33924","ES1305",0.159391048348635
"147","project-11116","IC1001",0.159385304941982
"3838","project-34594","IC1301",0.159363150205719
"3963","project-35067","IC1301",0.159348704443854
"4141","project-5967","IC1103",0.159333462021945
"2193","project-28187","ES1205",0.159273017497912
"4056","project-5712","FP1304",0.159215832983085
"1746","project-25648","CM1106",0.159195737952097
"3356","project-32937","CM1402",0.159145676715912
"4364","project-6446","FA1405",0.15910557721489
"4692","project-7250","IC1105",0.159064169387111
"2102","project-27593","IS1107",0.158994780460784
"1871","project-26512","MP1305",0.15879645828541
"559","project-15755","FP1303",0.158795356475295
"2672","project-30395","CM1005",0.158794215613831
"43","project-10328","MP1207",0.158788395419884
"689","project-17314","CM1102",0.158756980309142
"3829","project-34560","ES1406",0.158705979449142
"2282","project-28595","MP1210",0.15867671260271
"4335","project-6377","CM1303",0.15863266296338
"4066","project-5813","IS1007",0.158511962557288
"1837","project-26282","CM1002",0.158509005268819
"4769","project-7511","MP1207",0.158464849405635
"2322","project-28787","FA1006",0.158446304115202
"1567","project-24205","IS1303",0.158377883666905
"2224","project-28327","FP1305",0.158370198854322
"400","project-13653","TU1401",0.158307582906572
"4817","project-7780","FP1303",0.158225761040096
"2710","project-30519","CM1404",0.158197202626353
"295","project-12834","CM1406",0.158146296800118
"3861","project-34736","FA1306",0.158144028659279
"1227","project-22178","FP1305",0.158103943936081
"4583","project-7019","FP1207",0.158101576714346
"304","project-12849","CM1105",0.158084787747413
"4276","project-6271","TU1004",0.158059210444267
"959","project-20145","FP1303",0.157951476227683
"1397","project-23137","BM1102",0.157949892868629
"3459","project-333","IC1201",0.157938801260007
"1547","project-23978","TD1001",0.157916345675576
"1440","project-23372","IS1406",0.157902584497284
"4059","project-5716","FP1207",0.157881549500081
"2686","project-30440","TU1202",0.157774232955965
"92","project-10819","CM1001",0.157740967447327
"1381","project-23072","ES1307",0.157729026269955
"88","project-10799","IC1201",0.157678082212328
"573","project-15793","ES1005",0.157675109150132
"2352","project-28956","FA1006",0.157615178607564
"4332","project-6374","CM1303",0.157402652625028
"739","project-17948","TD1001",0.157296686806346
"3076","project-31867","ES1002",0.157295116979963
"3796","project-34459","IC1301",0.157286373396343
"3536","project-33655","CM1201",0.157248990522539
"3354","project-32934","FA1402",0.157179586557712
"2696","project-30462","FP1104",0.157176285253358
"299","project-12838","FP1105",0.15708523714328
"952","project-20079","MP1205",0.157017835951059
"2330","project-28851","ES1309",0.156979724779546
"3710","project-34224","IS1408",0.156858505790526
"825","project-18746","MP1207",0.156838391730009
"2364","project-28988","TU1304",0.156761001103603
"4146","project-5976","ES1308",0.156717622535477
"2376","project-29036","IC1408",0.156664300871997
"625","project-16458","MP1207",0.156659407266011
"2966","project-31461","IC1002",0.156648963186168
"639","project-16653","FP1304",0.156587058108851
"2158","project-28059","ES1405",0.156534257740916
"1179","project-21840","IC1201",0.156478856873148
"967","project-20208","CM1402",0.15647518491415
"4185","project-6039","ES1203",0.156460457156468
"4168","project-6013","MP1407",0.156457917846172
"2678","project-30412","MP1206",0.15644420377564
"2665","project-30372","CM1003",0.15640384446392
"2953","project-31413","IS1007",0.156387000018405
"4129","project-5953","CM1304",0.156349038671566
"790","project-18391","FA1202",0.156329200813103
"4587","project-7023","IS1106",0.156272378638816
"3792","project-34453","FA1001",0.15626943745197
"2687","project-30441","FP1304",0.156248013411174
"212","project-11629","MP1305",0.156174414582724
"127","project-11002","TD1001",0.156165518492013
"2067","project-27430","MP1006",0.156107987172734
"2325","project-28835","TU1303",0.156056769438067
"1458","project-23417","FP1003",0.156024701622991
"3429","project-33179","IS1205",0.156001097508795
"2605","project-30161","FP1004",0.155988706465434
"2069","project-27453","MP1402",0.155893005207222
"4419","project-6604","IC1001",0.155820836384336
"1138","project-21664","FP1206",0.15571089275927
"3740","project-34306","MP1304",0.155684112471236
"2222","project-28311","TD1003",0.155678544017245
"4394","project-6543","FP1305",0.155669324731232
"48","project-10373","MP1106",0.155668686530056
"56","project-104","TU1204",0.155581725425143
"1660","project-24985","TD1001",0.155528044150339
"1595","project-24522","CM1207",0.155527085371365
"1801","project-26142","CM1303",0.155504536354163
"3250","project-32589","IC1202",0.155467717474621
"2543","project-29824","ES1203",0.155424552080833
"4278","project-6273","FP1306",0.155386714356561
"110","project-10935","CM1106",0.155331465641349
"2164","project-28085","MP1106",0.155317198104896
"1850","project-26387","CM1407",0.155283460136915
"290","project-12827","CM1406",0.155248620393249
"5068","project-9218","IS1406",0.155195990049657
"940","project-199","MP1102",0.155134671753401
"3971","project-35115","TD1001",0.155023348451886
"2339","project-28916","FA1006",0.154982328524746
"445","project-14046","FP1106",0.154918679265953
"2645","project-30318","TD1006",0.154902786535491
"1727","project-25493","MP1205",0.154878383911488
"2189","project-28181","TU1201",0.154802341896803
"3939","project-34999","MP1106",0.154786231378194
"4343","project-6385","BM1007",0.154690891545183
"602","project-16198","IC1407",0.154685513939977
"3584","project-33828","IC1301",0.154676737597561
"1005","project-20460","MP1305",0.154676438971061
"5024","project-8752","MP1002",0.154640821689026
"803","project-18576","BM1104",0.154615707071368
"2835","project-31028","ES1306",0.154599937906654
"347","project-13088","ES1005",0.154505936856534
"4255","project-6244","CM1401",0.154415587878539
"108","project-10932","TU1004",0.154394893702886
"1196","project-21983","MP1305",0.154387259020162
"3426","project-33164","ES1202",0.154366854708198
"3802","project-34478","IS1101",0.154361865505546
"2646","project-30322","TD1103",0.154360656655286
"4913","project-7884","BM1406",0.154341558311161
"4339","project-6381","MP1306",0.154308765226469
"3814","project-34517","IC1301",0.154298159147031
"3170","project-32364","TD1005",0.154114575958382
"21","project-10187","CM1204",0.154072910951749
"3494","project-33451","TU1104",0.154036047097558
"2784","project-30834","MP1405",0.15401218045564
"907","project-19520","MP1006",0.154011837395741
"376","project-13429","IS1107",0.153968218378134
"564","project-15767","MP1306",0.153957094460864
"624","project-16439","BM1102",0.153927276691649
"3063","project-31816","ES1004",0.153863840879357
"3062","project-31815","ES1004",0.153863840879357
"3851","project-34655","TU1002",0.153826803201586
"3446","project-33260","IC1301",0.153820728790091
"1463","project-23452","IC1301",0.153802825520753
"65","project-10578","MP1207",0.153794311404803
"1311","project-227","MP1102",0.15374973464612
"1167","project-21777","FA1306",0.153703363757627
"4464","project-6697","IC1408",0.153661117753039
"2936","project-31377","MP1305",0.153636900945246
"847","project-18895","BM1202",0.153631819518056
"3613","project-33911","FP1405",0.153600587240473
"1580","project-24364","ES1204",0.153582850659024
"4243","project-6231","FP1006",0.153567436512406
"568","project-15771","ES1005",0.153565946647794
"3688","project-34142","CM1002",0.153514966569956
"1623","project-24662","CM1402",0.153481653206387
"4689","project-7247","IC1001",0.153330872114998
"2151","project-28002","FP1304",0.153273515854886
"4613","project-7071","IS1007",0.153257700410342
"1042","project-20854","ES1104",0.153250044446638
"2669","project-30387","MP1401",0.153070996677085
"3259","project-32616","MP1101",0.153041089096033
"3258","project-32615","MP1101",0.153041089096033
"3257","project-32614","MP1101",0.153041089096033
"3256","project-32613","MP1101",0.153041089096033
"1050","project-20919","FP1404",0.152996007322586
"684","project-17206","FP1005",0.152859607508883
"1378","project-23028","MP1304",0.152565208974042
"1840","project-26285","ES1204",0.152558668491178
"3787","project-34420","IC1103",0.152492965396435
"2039","project-27252","CM1303",0.152484499660283
"3300","project-32764","CM1003",0.152465775292712
"2983","project-31505","FP1407",0.152461124381365
"2975","project-31477","TU1401",0.152459462497084
"2302","project-28706","TD1003",0.152397629810828
"2505","project-29608","TU1204",0.152377873128203
"2504","project-29607","TU1204",0.152377873128203
"547","project-15520","FA1006",0.152249206691172
"1980","project-27059","FP1106",0.152137523193299
"1210","project-22104","IC1104",0.151984115803771
"15","project-10114","IC1301",0.151948680859763
"3249","project-32588","BM1203",0.15194830137042
"500","project-14698","IC1104",0.151938553802112
"4250","project-6239","MP1305",0.15174899354421
"724","project-17741","BM1104",0.151707786359242
"1930","project-26861","TU1306",0.151651808359549
"4140","project-5966","IC1103",0.151615531704258
"1614","project-24647","CM1003",0.151531750211106
"1796","project-26137","CM1303",0.151502190067626
"508","project-14923","ES1307",0.151460662862262
"1923","project-26826","TU1401",0.15144975856304
"4761","project-7485","CM1005",0.151360971260823
"3732","project-34293","IC1304",0.151320732312228
"481","project-14437","IC1301",0.151318535376477
"2231","project-28342","IC1408",0.151307700417015
"4456","project-6680","TU1304",0.151301795682627
"4586","project-7022","IS1106",0.151254551743837
"1277","project-22501","ES1406",0.151213780443649
